Query_Edge_ID,Query_Piece_ID,Query_Edge_Index,Match_Edge_ID,Match_Piece_ID,Match_Edge_Index,Procrustes_Distance,Rank
1_piece9_e1,1_piece9,1,91_piece2_e2,91_piece2,2,0.001111873658373952,1
1_piece9_e1,1_piece9,1,35_piece21_e2,35_piece21,2,0.0011651719687506557,2
1_piece9_e1,1_piece9,1,6_piece35_e2,6_piece35,2,0.0011761356145143509,3
1_piece9_e1,1_piece9,1,50_piece27_e2,50_piece27,2,0.0015879115089774132,4
1_piece9_e1,1_piece9,1,60_piece26_e2,60_piece26,2,0.0017449891893193126,5
1_piece9_e2,1_piece9,2,79_piece20_e0,79_piece20,0,0.007012795656919479,1
1_piece9_e2,1_piece9,2,90_piece1_e0,90_piece1,0,0.008979027159512043,2
1_piece9_e2,1_piece9,2,63_piece16_e1,63_piece16,1,0.009644904173910618,3
1_piece9_e2,1_piece9,2,89_piece7_e1,89_piece7,1,0.009859003126621246,4
1_piece9_e2,1_piece9,2,6_piece65_e3,6_piece65,3,0.009992151521146297,5
1_piece9_e3,1_piece9,3,33_piece37_e0,33_piece37,0,0.0008872231119312346,1
1_piece9_e3,1_piece9,3,87_piece34_e0,87_piece34,0,0.0009039147989824414,2
1_piece9_e3,1_piece9,3,102_piece7_e3,102_piece7,3,0.00153089570812881,3
1_piece9_e3,1_piece9,3,1_piece7_e2,1_piece7,2,0.0016857734881341457,4
1_piece9_e3,1_piece9,3,84_piece76_e1,84_piece76,1,0.0017572375945746899,5
1_piece10_e0,1_piece10,0,74_piece6_e0,74_piece6,0,0.0010298731504008174,1
1_piece10_e0,1_piece10,0,32_piece11_e1,32_piece11,1,0.0020737596787512302,2
1_piece10_e0,1_piece10,0,90_piece20_e1,90_piece20,1,0.002785962540656328,3
1_piece10_e0,1_piece10,0,37_piece38_e0,37_piece38,0,0.0028250727336853743,4
1_piece10_e0,1_piece10,0,57_piece20_e2,57_piece20,2,0.003069765865802765,5
1_piece10_e1,1_piece10,1,95_piece9_e1,95_piece9,1,0.0016160431550815701,1
1_piece10_e1,1_piece10,1,30_piece23_e3,30_piece23,3,0.0026838239282369614,2
1_piece10_e1,1_piece10,1,37_piece25_e1,37_piece25,1,0.002763931406661868,3
1_piece10_e1,1_piece10,1,44_piece77_e1,44_piece77,1,0.0028154654428362846,4
1_piece10_e1,1_piece10,1,13_piece5_e3,13_piece5,3,0.0030168599914759398,5
1_piece10_e2,1_piece10,2,91_piece11_e0,91_piece11,0,0.005308851599693298,1
1_piece10_e2,1_piece10,2,95_piece9_e0,95_piece9,0,0.006053839810192585,2
1_piece10_e2,1_piece10,2,48_piece24_e1,48_piece24,1,0.007709232624620199,3
1_piece10_e2,1_piece10,2,60_piece17_e1,60_piece17,1,0.008826487697660923,4
1_piece10_e2,1_piece10,2,24_piece20_e0,24_piece20,0,0.008895344100892544,5
1_piece10_e3,1_piece10,3,13_piece5_e0,13_piece5,0,0.0016700951382517815,1
1_piece10_e3,1_piece10,3,6_piece35_e2,6_piece35,2,0.0017552254721522331,2
1_piece10_e3,1_piece10,3,60_piece22_e2,60_piece22,2,0.0019476135494187474,3
1_piece10_e3,1_piece10,3,78_piece28_e0,78_piece28,0,0.001949962112121284,4
1_piece10_e3,1_piece10,3,87_piece57_e2,87_piece57,2,0.002014217898249626,5
10_piece2_e0,10_piece2,0,78_piece18_e0,78_piece18,0,0.0036307442933321,1
10_piece2_e0,10_piece2,0,21_piece1_e3,21_piece1,3,0.004032483324408531,2
10_piece2_e0,10_piece2,0,100_piece30_e1,100_piece30,1,0.0043388898484408855,3
10_piece2_e0,10_piece2,0,69_piece9_e2,69_piece9,2,0.0043470598757267,4
10_piece2_e0,10_piece2,0,50_piece3_e0,50_piece3,0,0.004445238970220089,5
10_piece2_e1,10_piece2,1,84_piece73_e3,84_piece73,3,0.002416993258520961,1
10_piece2_e1,10_piece2,1,6_piece156_e3,6_piece156,3,0.0033093146048486233,2
10_piece2_e1,10_piece2,1,48_piece37_e3,48_piece37,3,0.003473378485068679,3
10_piece2_e1,10_piece2,1,90_piece1_e2,90_piece1,2,0.003508689347654581,4
10_piece2_e1,10_piece2,1,92_piece0_e2,92_piece0,2,0.003534151241183281,5
10_piece2_e2,10_piece2,2,6_piece28_e0,6_piece28,0,0.004845332354307175,1
10_piece2_e2,10_piece2,2,38_piece7_e3,38_piece7,3,0.005538047756999731,2
10_piece2_e2,10_piece2,2,37_piece38_e2,37_piece38,2,0.005664297379553318,3
10_piece2_e2,10_piece2,2,93_piece21_e3,93_piece21,3,0.0057426090352237225,4
10_piece2_e2,10_piece2,2,2_piece13_e3,2_piece13,3,0.007176954764872789,5
10_piece2_e3,10_piece2,3,12_piece8_e0,12_piece8,0,0.005715427920222282,1
10_piece2_e3,10_piece2,3,59_piece2_e2,59_piece2,2,0.006433968432247639,2
10_piece2_e3,10_piece2,3,89_piece0_e3,89_piece0,3,0.006858783308416605,3
10_piece2_e3,10_piece2,3,30_piece38_e2,30_piece38,2,0.007995516061782837,4
10_piece2_e3,10_piece2,3,6_piece28_e2,6_piece28,2,0.008497555740177631,5
100_piece3_e0,100_piece3,0,84_piece30_e3,84_piece30,3,0.005132835358381271,1
100_piece3_e0,100_piece3,0,22_piece1_e3,22_piece1,3,0.011333405040204525,2
100_piece3_e0,100_piece3,0,101_piece4_e3,101_piece4,3,0.013606938533484936,3
100_piece3_e0,100_piece3,0,86_piece9_e2,86_piece9,2,0.014500133693218231,4
100_piece3_e0,100_piece3,0,24_piece1_e2,24_piece1,2,0.01863228902220726,5
100_piece3_e1,100_piece3,1,93_piece21_e3,93_piece21,3,0.004341840744018555,1
100_piece3_e1,100_piece3,1,38_piece7_e3,38_piece7,3,0.005652479361742735,2
100_piece3_e1,100_piece3,1,30_piece9_e3,30_piece9,3,0.0056704385206103325,3
100_piece3_e1,100_piece3,1,57_piece19_e1,57_piece19,1,0.006560291163623333,4
100_piece3_e1,100_piece3,1,13_piece3_e0,13_piece3,0,0.007257427088916302,5
100_piece3_e2,100_piece3,2,9_piece11_e0,9_piece11,0,0.014468662440776825,1
100_piece3_e2,100_piece3,2,81_piece21_e3,81_piece21,3,0.024531833827495575,2
100_piece3_e2,100_piece3,2,21_piece3_e3,21_piece3,3,0.025396713986992836,3
100_piece3_e2,100_piece3,2,104_piece11_e1,104_piece11,1,0.026312893256545067,4
100_piece3_e2,100_piece3,2,108_piece3_e0,108_piece3,0,0.026854142546653748,5
100_piece3_e3,100_piece3,3,87_piece3_e3,87_piece3,3,0.0032543351408094168,1
100_piece3_e3,100_piece3,3,64_piece6_e1,64_piece6,1,0.0032997357193380594,2
100_piece3_e3,100_piece3,3,93_piece29_e3,93_piece29,3,0.003548396285623312,3
100_piece3_e3,100_piece3,3,28_piece38_e1,28_piece38,1,0.0036053783260285854,4
100_piece3_e3,100_piece3,3,13_piece3_e2,13_piece3,2,0.003644320648163557,5
100_piece5_e0,100_piece5,0,12_piece8_e2,12_piece8,2,0.010005166754126549,1
100_piece5_e0,100_piece5,0,32_piece0_e0,32_piece0,0,0.014419475570321083,2
100_piece5_e0,100_piece5,0,78_piece27_e1,78_piece27,1,0.015914253890514374,3
100_piece5_e0,100_piece5,0,46_piece24_e3,46_piece24,3,0.01744658872485161,4
100_piece5_e0,100_piece5,0,81_piece25_e3,81_piece25,3,0.018724476918578148,5
100_piece5_e1,100_piece5,1,38_piece2_e2,38_piece2,2,0.0311216339468956,1
100_piece5_e1,100_piece5,1,62_piece24_e3,62_piece24,3,0.041735004633665085,2
100_piece5_e1,100_piece5,1,91_piece18_e3,91_piece18,3,0.05939202010631561,3
100_piece5_e1,100_piece5,1,31_piece3_e2,31_piece3,2,0.06370130926370621,4
100_piece5_e1,100_piece5,1,71_piece15_e1,71_piece15,1,0.06397964060306549,5
100_piece5_e2,100_piece5,2,29_piece3_e1,29_piece3,1,0.007967767305672169,1
100_piece5_e2,100_piece5,2,35_piece7_e2,35_piece7,2,0.011955111287534237,2
100_piece5_e2,100_piece5,2,39_piece1_e1,39_piece1,1,0.0119684599339962,3
100_piece5_e2,100_piece5,2,15_piece6_e0,15_piece6,0,0.01258606556802988,4
100_piece5_e2,100_piece5,2,10_piece2_e2,10_piece2,2,0.01337882038205862,5
100_piece5_e3,100_piece5,3,99_piece6_e3,99_piece6,3,0.035144250839948654,1
100_piece5_e3,100_piece5,3,17_piece1_e3,17_piece1,3,0.036103297024965286,2
100_piece5_e3,100_piece5,3,98_piece28_e3,98_piece28,3,0.038374971598386765,3
100_piece5_e3,100_piece5,3,105_piece2_e1,105_piece2,1,0.040335025638341904,4
100_piece5_e3,100_piece5,3,45_piece27_e3,45_piece27,3,0.040544141083955765,5
100_piece12_e1,100_piece12,1,48_piece59_e0,48_piece59,0,0.00878863874822855,1
100_piece12_e1,100_piece12,1,31_piece8_e3,31_piece8,3,0.00899126660078764,2
100_piece12_e1,100_piece12,1,60_piece17_e3,60_piece17,3,0.010812200605869293,3
100_piece12_e1,100_piece12,1,83_piece7_e2,83_piece7,2,0.012114059180021286,4
100_piece12_e1,100_piece12,1,101_piece4_e1,101_piece4,1,0.012779549695551395,5
100_piece12_e2,100_piece12,2,82_piece2_e1,82_piece2,1,0.12164559215307236,1
100_piece12_e3,100_piece12,3,84_piece30_e0,84_piece30,0,0.007820934988558292,1
100_piece12_e3,100_piece12,3,71_piece12_e3,71_piece12,3,0.00895683839917183,2
100_piece12_e3,100_piece12,3,48_piece37_e0,48_piece37,0,0.009772454388439655,3
100_piece12_e3,100_piece12,3,6_piece65_e0,6_piece65,0,0.010239937342703342,4
100_piece12_e3,100_piece12,3,30_piece34_e2,30_piece34,2,0.011195039376616478,5
100_piece13_e0,100_piece13,0,20_piece49_e0,20_piece49,0,0.026429591700434685,1
100_piece13_e0,100_piece13,0,2_piece16_e3,2_piece16,3,0.02937510795891285,2
100_piece13_e0,100_piece13,0,70_piece1_e0,70_piece1,0,0.03431841731071472,3
100_piece13_e0,100_piece13,0,57_piece6_e2,57_piece6,2,0.034780193120241165,4
100_piece13_e0,100_piece13,0,48_piece28_e0,48_piece28,0,0.034927740693092346,5
100_piece13_e1,100_piece13,1,37_piece38_e2,37_piece38,2,0.005489858333021402,1
100_piece13_e1,100_piece13,1,45_piece31_e1,45_piece31,1,0.007098206784576178,2
100_piece13_e1,100_piece13,1,50_piece5_e3,50_piece5,3,0.007749774493277073,3
100_piece13_e1,100_piece13,1,89_piece7_e3,89_piece7,3,0.00795334205031395,4
100_piece13_e1,100_piece13,1,71_piece35_e0,71_piece35,0,0.008703592233359814,5
100_piece13_e2,100_piece13,2,68_piece4_e3,68_piece4,3,0.012809310108423233,1
100_piece13_e2,100_piece13,2,60_piece30_e3,60_piece30,3,0.013438863679766655,2
100_piece13_e2,100_piece13,2,6_piece14_e3,6_piece14,3,0.014877699315547943,3
100_piece13_e2,100_piece13,2,9_piece6_e0,9_piece6,0,0.015373139642179012,4
100_piece13_e2,100_piece13,2,32_piece11_e3,32_piece11,3,0.016226939857006073,5
100_piece13_e3,100_piece13,3,57_piece6_e3,57_piece6,3,0.009113938547670841,1
100_piece13_e3,100_piece13,3,6_piece18_e1,6_piece18,1,0.010823260992765427,2
100_piece13_e3,100_piece13,3,29_piece3_e1,29_piece3,1,0.013981074094772339,3
100_piece13_e3,100_piece13,3,86_piece7_e3,86_piece7,3,0.01690315641462803,4
100_piece13_e3,100_piece13,3,87_piece14_e0,87_piece14,0,0.017389003187417984,5
100_piece23_e0,100_piece23,0,45_piece16_e2,45_piece16,2,0.022138236090540886,1
100_piece23_e0,100_piece23,0,9_piece2_e1,9_piece2,1,0.02322823740541935,2
100_piece23_e0,100_piece23,0,33_piece27_e2,33_piece27,2,0.023235099390149117,3
100_piece23_e0,100_piece23,0,48_piece37_e0,48_piece37,0,0.02585943415760994,4
100_piece23_e0,100_piece23,0,71_piece12_e2,71_piece12,2,0.026525607332587242,5
100_piece23_e1,100_piece23,1,102_piece7_e3,102_piece7,3,0.002566638635471463,1
100_piece23_e1,100_piece23,1,6_piece40_e1,6_piece40,1,0.0028390458319336176,2
100_piece23_e1,100_piece23,1,48_piece54_e2,48_piece54,2,0.0028632201720029116,3
100_piece23_e1,100_piece23,1,6_piece48_e3,6_piece48,3,0.0028674069326370955,4
100_piece23_e1,100_piece23,1,78_piece9_e2,78_piece9,2,0.0030181952752172947,5
100_piece23_e2,100_piece23,2,81_piece21_e0,81_piece21,0,0.006520792841911316,1
100_piece23_e2,100_piece23,2,87_piece14_e2,87_piece14,2,0.007538239471614361,2
100_piece23_e2,100_piece23,2,74_piece4_e2,74_piece4,2,0.01011689193546772,3
100_piece23_e2,100_piece23,2,87_piece23_e1,87_piece23,1,0.011133743450045586,4
100_piece23_e2,100_piece23,2,101_piece4_e3,101_piece4,3,0.01222310308367014,5
100_piece23_e3,100_piece23,3,84_piece17_e2,84_piece17,2,0.005804591812193394,1
100_piece23_e3,100_piece23,3,39_piece8_e2,39_piece8,2,0.006971299182623625,2
100_piece23_e3,100_piece23,3,37_piece25_e0,37_piece25,0,0.0075713396072387695,3
100_piece23_e3,100_piece23,3,104_piece1_e0,104_piece1,0,0.007958081550896168,4
100_piece23_e3,100_piece23,3,13_piece5_e2,13_piece5,2,0.008460622280836105,5
100_piece25_e0,100_piece25,0,20_piece102_e0,20_piece102,0,0.006354643497616053,1
100_piece25_e0,100_piece25,0,48_piece37_e0,48_piece37,0,0.00704009598121047,2
100_piece25_e0,100_piece25,0,37_piece114_e2,37_piece114,2,0.008524320088326931,3
100_piece25_e0,100_piece25,0,102_piece1_e1,102_piece1,1,0.010101676918566227,4
100_piece25_e0,100_piece25,0,84_piece30_e0,84_piece30,0,0.010121263563632965,5
100_piece25_e1,100_piece25,1,33_piece23_e3,33_piece23,3,0.0016268641920760274,1
100_piece25_e1,100_piece25,1,52_piece12_e3,52_piece12,3,0.0020800339989364147,2
100_piece25_e1,100_piece25,1,78_piece28_e3,78_piece28,3,0.0022462899796664715,3
100_piece25_e1,100_piece25,1,33_piece64_e2,33_piece64,2,0.002484328579157591,4
100_piece25_e1,100_piece25,1,78_piece28_e1,78_piece28,1,0.0024946248158812523,5
100_piece25_e2,100_piece25,2,87_piece10_e1,87_piece10,1,0.003131479723379016,1
100_piece25_e2,100_piece25,2,9_piece4_e1,9_piece4,1,0.0049207983538508415,2
100_piece25_e2,100_piece25,2,20_piece27_e2,20_piece27,2,0.00621569762006402,3
100_piece25_e2,100_piece25,2,50_piece17_e3,50_piece17,3,0.006351426709443331,4
100_piece25_e2,100_piece25,2,102_piece3_e1,102_piece3,1,0.006770668551325798,5
100_piece25_e3,100_piece25,3,1_piece4_e3,1_piece4,3,0.0017466339049860835,1
100_piece25_e3,100_piece25,3,78_piece3_e0,78_piece3,0,0.0017753090942278504,2
100_piece25_e3,100_piece25,3,44_piece47_e1,44_piece47,1,0.0021175420843064785,3
100_piece25_e3,100_piece25,3,69_piece9_e3,69_piece9,3,0.0021746486891061068,4
100_piece25_e3,100_piece25,3,35_piece21_e2,35_piece21,2,0.0023012221790850163,5
100_piece30_e0,100_piece30,0,28_piece38_e3,28_piece38,3,0.0020846750121563673,1
100_piece30_e0,100_piece30,0,29_piece3_e3,29_piece3,3,0.006608960684388876,2
100_piece30_e0,100_piece30,0,20_piece141_e2,20_piece141,2,0.006766701117157936,3
100_piece30_e0,100_piece30,0,87_piece57_e1,87_piece57,1,0.007140465546399355,4
100_piece30_e0,100_piece30,0,109_piece7_e2,109_piece7,2,0.0077198888175189495,5
100_piece30_e1,100_piece30,1,20_piece102_e2,20_piece102,2,0.004511220380663872,1
100_piece30_e1,100_piece30,1,39_piece19_e2,39_piece19,2,0.0064726416021585464,2
100_piece30_e1,100_piece30,1,61_piece2_e1,61_piece2,1,0.00716786365956068,3
100_piece30_e1,100_piece30,1,50_piece5_e0,50_piece5,0,0.007529346738010645,4
100_piece30_e1,100_piece30,1,44_piece47_e1,44_piece47,1,0.008977665565907955,5
100_piece30_e2,100_piece30,2,89_piece16_e0,89_piece16,0,0.002415431197732687,1
100_piece30_e2,100_piece30,2,39_piece1_e2,39_piece1,2,0.0028901519253849983,2
100_piece30_e2,100_piece30,2,46_piece6_e1,46_piece6,1,0.003057470079511404,3
100_piece30_e2,100_piece30,2,35_piece21_e0,35_piece21,0,0.0037252018228173256,4
100_piece30_e2,100_piece30,2,35_piece34_e1,35_piece34,1,0.00402305880561471,5
100_piece30_e3,100_piece30,3,38_piece7_e3,38_piece7,3,0.0015122476033866405,1
